"esm_case","obj_1_wt","obj_2_wt","obj_3_wt","cost_wt","SDE_2_agg_delta_abs","SDL_3_agg_delta_abs","AWY_1_agg_delta_abs","cost","budget","wt_case","awy_1","sdr_1","sdr_biophysical_table_path","awy_biophysical_table_uri","cat_scen","AWY_1_rast_delta_abs","SDE_2_rast_delta_abs","SDL_3_rast_delta_abs"
3,0.5,0.5,0,0,2067711.59439207,7810432.65582504,-5624031.69409368,1874989808,1.875e+09,12,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_3_4_1.875e+09.tif"
3,0,0.75,0.25,0,1986465.66688521,7447890.52633742,-3048026.98473471,1874964208,1.875e+09,13,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_3_4_1.875e+09.tif"
3,0.25,0.75,0,0,1702827.62972491,6406838.46316918,-4629024.99868644,1249907200,1.25e+09,14,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_3_4_1.25e+09.tif"
3,0,1,0,0,1701285.91957491,6407083.00401355,-4643249.43878166,1249907200,1.25e+09,15,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_3_4_1.25e+09.tif"
3,0.5,0.5,0,0,1704948.55488931,6405443.16015254,-4592236.85096463,1249907200,1.25e+09,12,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_3_4_1.25e+09.tif"
3,0,0.75,0.25,0,1640105.50243588,6113359.8212852,-2543033.56313381,1249837808,1.25e+09,13,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_3_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_3_4_1.25e+09.tif"
4,0.75,0,0.25,0,25807.3496429979,176712.25760459,1837836.99815802,624825600,6.25e+08,4,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_4_4_6.25e+08.tif"
4,0.5,0,0.5,0,2289.33827550338,12301.6850016933,1889036.35886337,624992000,6.25e+08,3,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_4_4_6.25e+08.tif"
4,0.5,0.25,0.25,0,174163.115758343,2860455.96811476,26201.6664470595,623820800,6.25e+08,8,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_4_4_6.25e+08.tif"
4,1,0,0,0,259451.782860553,4023739.99631576,-3254603.58720446,624947200,6.25e+08,5,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_4_4_6.25e+08.tif"
4,0,0.25,0.75,0,29227.0377060572,357213.372060393,1797204.20180716,624422400,6.25e+08,6,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_4_4_6.25e+08.tif"
4,0.25,0.25,0.5,0,78221.4518693843,1036957.95872591,1504086.27062123,624339200,6.25e+08,7,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_4_4_6.25e+08.tif"
4,0,0,1,0,41.6822221819386,4014.94956645526,4686643.65954006,1874828800,1.875e+09,1,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_1_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_1_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_1_6_4_4_1.875e+09.tif"
4,0.75,0.25,0,0,238531.137258103,4507260.19657092,-4391582.4638452,624960000,6.25e+08,9,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_4_4_6.25e+08.tif"
4,0,0.5,0.5,0,154655.290725787,2569498.14740818,339863.024532929,624902400,6.25e+08,10,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_4_4_6.25e+08.tif"
4,0.75,0,0.25,0,40354.4375283532,328087.835913013,4607538.9473879,1874553600,1.875e+09,4,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_4_4_1.875e+09.tif"
4,1,0,0,0,399398.208843401,7151696.74416067,-5988111.58458578,1874988800,1.875e+09,5,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_4_4_1.875e+09.tif"
4,0.25,0,0.75,0,41.6822221819386,4014.94956645526,4686643.65954006,1874828800,1.875e+09,2,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_4_4_1.875e+09.tif"
4,0.5,0,0.5,0,5005.64309486935,31401.9500220637,4683271.20926288,1874976000,1.875e+09,3,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_4_4_1.875e+09.tif"
4,0.5,0.25,0.25,0,226579.816227431,3997421.06768046,2090978.18166722,1874317808,1.875e+09,8,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_4_4_1.875e+09.tif"
4,0.25,0.5,0.25,0,216883.740884866,3918203.50515087,-1427629.26783134,624902400,6.25e+08,11,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_4_4_6.25e+08.tif"
4,0,0.25,0.75,0,52791.4773332652,739480.399423804,4504381.43844687,1873433600,1.875e+09,6,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_4_4_1.875e+09.tif"
4,0.25,0.25,0.5,0,102423.10989593,1486449.6095451,4180143.30963347,1874873600,1.875e+09,7,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_4_4_1.875e+09.tif"
4,0,0,1,0,6.68807415292739,318.09180371277,1889468.7904457,624416000,6.25e+08,1,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_1_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_1_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_1_6_4_4_6.25e+08.tif"
4,0.25,0,0.75,0,6.68807415292739,318.09180371277,1889468.7904457,624416000,6.25e+08,2,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_4_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_4_4_6.25e+08.tif"
4,0.25,0.75,0,0,367222.641748538,7812016.73076449,-7623719.79297972,1874989808,1.875e+09,14,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_4_4_1.875e+09.tif"
4,0,1,0,0,365715.278196039,7812259.36025275,-7643194.10394287,1874989808,1.875e+09,15,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_4_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_4_4_1.875e+09.tif"
4,0.5,0,0.5,0,2756.67065088227,15448.6145397533,3365201.13093936,1249600000,1.25e+09,3,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_4_4_1.25e+09.tif"
4,0.75,0,0.25,0,29454.6855959356,211589.68065428,3307317.40139226,1249344000,1.25e+09,4,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_4_4_1.25e+09.tif"
4,1,0,0,0,343057.622821482,5788621.6556215,-4703391.4436684,1249849600,1.25e+09,5,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_4_4_1.25e+09.tif"
4,0,0.25,0.75,0,34657.7097281531,439017.825845752,3253916.73832571,1248761600,1.25e+09,6,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_4_4_1.25e+09.tif"
4,0.25,0.25,0.5,0,90802.1461497215,1257043.1303179,2899938.2792477,1248787200,1.25e+09,7,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_4_4_1.25e+09.tif"
4,0.5,0.25,0.25,0,208981.479772358,3595256.05545306,1018705.15965558,1249555200,1.25e+09,8,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_4_4_1.25e+09.tif"
4,0.75,0.25,0,0,318937.808165381,6395739.33255668,-6138673.87580007,1249907200,1.25e+09,9,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_4_4_1.25e+09.tif"
4,0,0.5,0.5,0,187767.697121434,3268298.70041232,1367121.18515892,1249568000,1.25e+09,10,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_4_4_1.25e+09.tif"
4,0.25,0.5,0.25,0,290739.931386714,5597490.65997846,-1951865.40399231,1249857008,1.25e+09,11,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_4_4_1.25e+09.tif"
4,0.5,0.5,0,0,313837.974314705,6405651.85328516,-6224903.60938854,1249907200,1.25e+09,12,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_4_4_1.25e+09.tif"
4,0,0.75,0.25,0,301273.069513744,5927185.80039637,-2758574.84030151,1249837808,1.25e+09,13,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_4_4_1.25e+09.tif"
4,0.25,0.75,0,0,311984.981812264,6406868.02364803,-6268168.26733346,1249907200,1.25e+09,14,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_4_4_1.25e+09.tif"
4,0,1,0,0,310569.019803984,6407083.00401355,-6281254.31333409,1249907200,1.25e+09,15,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_4_4_1.25e+09.tif"
4,0.25,0,0.75,0,21.8900336153735,591.121696729481,3365633.5625217,1248832000,1.25e+09,2,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_4_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_4_4_1.25e+09.tif"
